Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
48,1959,1,5.2,"القبعات السوداء: تعمل على اختراق وتدمير أنظمة المعلومات لأهداف شريرة ومقاصد شخصية، القبعات الرمادية: هي مجموعات تعمل على اختراق واقتحام أنظمة المعلومات دون اهداف شخصية أو تخريبية.",3.5,4,3,3,3.25,3,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
57,1968,10,5.2,"قراصنة القبعات الرمادية يعمل لمصلحة الشخصية ويخترق من الجهة الفنية فقط؛ وقد يكشف الثغرة التي عثر عليها للشركة المخترقة، أما قراصنة القبعات السوداء فيستغلون المعلومات المخترقة لبيعها للجهة المنافسة  ",3.5,4,3.5,4,3.5,4,3,4,2,5,ما الفرق بين عمل قراصنة القبعات  الرمادية و عمل قراصنة القبعات السوداء؟,الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة
125,2036,41,5.3,الفيروس يصيب فور دخوله يمكن تعطيله أما الدود فإنه حتى و بعد تعطيله يعيد تكوين نفسه تلقائيا. ,0,0,1.5,2,0.75,1,0,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
97,2008,13,5.3,لدود : تقوم بالبحث عن الثغرات الموجودة في البرنامج و ما إن تجدها حتى تقوم بإختراق و هو من أحد أنواع الفيروسات .,2,2,2.5,3,2.25,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
126,2037,42,5.3,"الدود هي أداة تستخدم لمهاجمة النظام و تقوم بالانتشار و التكاثر تلقائيا ، الفيروسات هي برمجيات خبيثة تهدف الى تخريب الأجهزة التي نزلت بها .",2.5,3,2,2,2.25,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
115,2026,31,5.3,"الدود يستغل ثغرات في النظام في الهجوم، الفيروس يهاجم بواسطة الاقتران ببرنامج مصاب.",3,3,3,3,3,3,3,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
100,2011,16,5.3,الفيروسات هي برامج خاصة مبرمجة من طرف الكراكر تقترن ببرنامج ما (مصاب) لتلويث النظام و لديها القدرة على نسخ نفسها أما الدود فتستغل الثغرات في نظام التشغيل و تقوم بهجومات مباشرة . ,4,4,5,5,4.5,4,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
96,2007,12,5.3,الدود يستغل ثغرات التشغيل للقيام بهجوم مباشر و الفيروس هو برنامج صمم ليقترن ببرنامج آخر و يعيد إنتاج نفسه عند اشتغال البرنامج المصاب .,3.5,4,4,4,3.75,4,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
111,2022,27,5.3,لدود هي عبارة عن فيروسات و لكنها تختلف عن الفيروسات فهي لا تعتمد على برنامج آخر في عملها عكس الفيروسات التي تعتمد على برنامج آخر للإختراق . ,1.5,2,3.5,4,2.5,3,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
118,2029,34,5.3,الفيروس عبارة عن برنامج يعتمد على برنامج آخر للانتقال والعمل يقوم بتركيب نفسه على برامج اخرى (التكاثر) في حين أن الدود يختلف عنه في التكاثر حيث انه يستغل فجوة النظام يقوم بالمهاجمة المباشرة.,4.5,5,5,5,4.75,5,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
93,2004,9,5.3,"كلاهما من أصناف البرمجيات الماكرة، لكن الفيروسات لها القدرة على نسخ نفسها أما الدود فهي تهاجم مباشرة دون إستعمال برنامج آخر و ذلك بإستغلال الثغرات الأمنية الموجودة في الأنظمة .",5,5,5,5,5,5,5,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
109,2020,25,5.3,"الفيروسات تكون مرتبطة ببرنامج معين و تشتغل عند إشتغال البرنامج، الدود يستغل ثغرات الأنظمة ليقوم بهجوم مباشر شرس .",2.5,3,3,3,2.75,3,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
112,2023,28,5.3,الفيروسات برامج تقترن ببرنامج و يتم تفعيلها عند إستخدام هذا البرنامج و تمتاز بتقنية إنتاج نفسها تلقائيا و تقوم بتخريب المعلومات في ذاكرة أو سرقتها  أما الدود فيقوم بالهجوم مباشرة عند وجود ثغرة في نظام التشغيل .,5,5,5,5,5,5,5,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
119,2030,35,5.3,الفرق هو أن لفيروس يقوم بالاقتراع بالبرامج و يستغل عند استغلالها و يقوم بافسادها على عكس الدود فهو يستغل الثغرات الأمنية الموجودة في النظام للفضاء مباشرة عليه. ,3.5,4,4,4,3.75,4,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
124,2035,40,5.3,"يختلف الدود عن الفيروسات في نقطة مهمة جدا، حيث أنه عندما يكرر الفيروس نفسه بواسطة تنفيذ برنامج مصاب يستغل الدود الفجوات في نظام التشغيل للقيام بهجوم مباشر، كما أن الفيروسات لها القدرة على نسخ نفسها. ",5,5,5,5,5,5,5,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
95,2006,11,5.3,الدود و الفيروسات كلاهما يعملان على تخريب و مسح البيانات عن الأجهزة إلى أن الفيروسات في برامج مقترنة ببرامج و انشاء نفسها اما الدود فتشغل ثغرات النظام للقيام بهجوم مباشر .,4,4,4.5,5,4.25,4,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
117,2028,33,5.3,الفيروسات تخرب و تمحي ذاكرة الحاسب و تقوم بنسخ نفسها. الدود : تدخل عبر الثغرات الموجودة في النظام. ,2.5,3,3,3,2.75,3,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
101,2012,17,5.3,"الفيروس يهاجم البرامج المصابة و يضاعف نفسه ، الدودة تبحث عن الفجوات في البرامج و يقوم بهجوم مباشر .",2,2,4.5,5,3.25,3,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
127,2038,43,5.3,الفيروس هو برنامج يتم برمجته من أجل وظيفة يقترن مع برامج و فور تحميل هذه البرامج يقوم الفيروس بعمله و يتكاثر أما الدود فله نفس خاصية الفيروس إلا أنه يقوم بالبحث عن الثغرات في نظام التشغيل من أجل هجوم مباشر.,3,3,4.5,5,3.75,4,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
113,2024,29,5.3,الفيروسات هي برامج هدفها تخريب الملفات و المجلدات و العمل على جعل الجهاز ثقيل .,0,0,0.5,1,0.25,0,0,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
86,1997,2,5.3,الدودة على غرار الفيروسات لا تحتاج الى برامج مضيفة للانتشار فيمكنها الانتشار لوحدها باستغلال ثغرات في نظام التشغيل,3,3,3.5,4,3.25,3,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
132,2043,48,5.3,"الفيروس يقترن بالبرنامج و ينسخ نفسه و يقوم بعمله تخريب مع تشغيل البرنامج، أما الدود فهو عكس الفيروس يدخل مباشرة عبر ثغرات الموجودة في الجهاز أو البرنامج ليقوم بعمله التخريبي.",3.5,4,4,4,3.75,4,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
108,2019,24,5.3,الفيروس يكون دائما مع برنامج لكي يعمل معه أما الدود فلا يحتاج إلى برنامج ليعمل يمكنه العمل وحده .,2.5,3,2.5,3,2.5,3,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
120,2031,36,5.3,الفيروس يرتبط ببرنامج معين يقوم بالهجوم عند تشغيل هذا البرنامج أما الدود فيقوم بالهجوم المباشر. ,3,3,3,3,3,3,3,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
104,2015,20,5.3,الفيروسات تبقى مرتبطة بالبرامج بينما الدود يقوم بالهجوم مباشرة في حالة العثور على ثغرة أو خلل في النظام .,4,4,4,4,4,4,4,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
122,2033,38,5.3,الفيروسات هي برامج صممت عمدا اقترانها ببرامج اخرى تعيد نفسها باقترانها ببرامج اخرى اما الدودة تشتغل فجوات في البرنامج لتقوم بهجومها المباشر.,5,5,4.5,5,4.75,5,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
90,2001,6,5.3,الفيروسات يقترن لنشأ نفسها على برامج أخرى و الدود يتسلل داخل الأنظمة للخراب .,0.5,1,1,1,0.75,1,0,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
85,1996,1,5.3,"الفيروسات برامج هدفها تخريب و شطب المعلومات والبيانات من ذاكرة الحاسوب لديها خاصية نسخ نفسها، بينما الدود تختلف عن الفيروس بصفة واحدة حيث أنه بينما الفيروس نقوم بالنسخ عن طريق تعدد البرنامج المصاب، يقوم الدود باستغلال ثغرات النظام للقيام بهجوم مباشر.",4.5,5,5,5,4.75,5,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
98,2009,14,5.3,"الدود: يعمل على إستغلال ثغرات النظام للحصول على المعلومة و تحتاج إلى برنامج كي يشغلها . الفيروس: برمجيات ذاتية التشغيل ، تعمل على تخريب الأنظمة و تعطيلها .",0.5,1,1.5,2,1,1,1,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
114,2025,30,5.3,"الفيروسات تعمل من خلال البرامج اخرجى، بينما ان الدود  تستغل الثغرات الموجودة في نظام التشغيل التي تنتشر من جهاز الى آخر. ",1.25,2,2,2,1.625,2,1,2,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
128,2039,44,5.3,الفيروسات : تكون متصلة عادة ببرامج لأداء عملها وتقوم بإنتاج نفسها بالاقتران ببرامج أخرى أما الدود فهي تستعمل الفجوات الموجودة على الانظمة لكي تقوم بعملها.,4.5,5,4.5,5,4.5,5,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
123,2034,39,5.3,"الفيروسات تكون  مثبت على برنامج ما، ما إن يتم تشغيله حتى تقوم هذه الفيروسات بتخريب و نشر خبثها في البرامج الأخرى لتعيد إنشاء نفسها من جديد. أما الدود فيستعمل بوابات و ثغرات في الأجهزة، للقيام بهجوم مباشر على الأجهزة.",5,5,4,4,4.5,4,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
94,2005,10,5.3,"الفيروسات هي برامج تعتمد على برنامج آخر في عملها و يمكن لها أن تنسخ ذاتها ، أما الدود فهو يبحث عن ثغرات في نظام التشغيل لفعل هجوم مباشر .",3.5,4,4.5,5,4,4,4,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
105,2016,21,5.3,الفيروس هو برنامج صمم ليقترن ببرنامج آخر ثم يعيد تشكيل نفسه عند إقترانه ببرامج أخرى . الدود : تستغل الدودة الفجوات في أنظمة التشغيل لتقوم بهجوم مباشر .,4,4,5,5,4.5,4,4,5,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
133,2044,49,5.3,"الفيروسات هي عبارة عن برامج مرتبطة ببرامج أخرى غير مضرة، فور تشغيلها تنطلق الفيروسات و تلتصق ببرامج أخرى بينما الدود مصمم لاستغلال و اختراق الفجوات في. أنظمة التشغيل. ",4,4,4,4,4,4,4,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
110,2021,26,5.3,"الفيروسات هي برامج مستخدمة عمدا من أجل تخريب ، إزالة أو تبديل المعلومات في الجهاز تكون في الجهاز ، بينما الدود هو برنامج يقوم بقذف الجهاز بسرعة، بإستعمال فجوات يعبر منها .",2,2,3,3,2.5,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
91,2002,7,5.3,الفيروس برنامج يعمل بواسطة برنامج آخر و يتم عمله عند عمل ذلك البرنامج . أما الدود فيستغل فجوات النظام ليهجم بسرعة .,3.5,4,3,3,3.25,3,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
89,2000,5,5.3,"الفيروسات أعدها الإنسان بهدف التخريب و الشطب فتقوم بمسح بيانات ذاكرة الحاسوب و تكون ضمن برنامج آخر و بإمكانها نسخ نفسها ، أما الدود يقوم بإستغلال ثغرات النظام و تقوم بالمهاجمة مباشرة .",4,4,4,4,4,4,4,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
131,2042,47,5.3,"الفيروسات هي برامج من صنع المخترقين تتميز بأنها لا تعمل الى على برامج اخرى، و قد تتسبب في حذف كافة البيانات و لها القدرة على استنساخ نفسها. أما الدود فهي برامج تكتشف ثغرات البرامج الأخرى لتهاجمها. ",3.5,4,4.5,5,4,4,4,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
134,2045,50,5.3,الدود:استهداف ثغرات الأمنية في النظام و الهجوم المباشر. أما الفيروسات فتقوم باقتران برامج و فور عمل البرنامج تعمل هي أيضا و تنتج عبر الاقتران ببرامج أخرى. ,3.5,4,3.5,4,3.5,4,3,4,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
107,2018,23,5.3,الفيروسات تكون مرتبطة ببرامج أخرى أما الدود تكون مستقلة .,1,1,1,1,1,1,1,1,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
88,1999,4,5.3,الفيروس هو نظام خبيث يستعمل لتعطيل برنامج عن عمله الأصلي و هو يعمل عندما يكون هذا البرنامج المستهدف يعمل.,2,2,1.5,2,1.75,2,1,2,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
129,2040,45,5.3,"الفيروسات عند الاندماج ببرنامج آخر يتم إصابته و لديه القدرة على التكاثر و الاستنساخ ، الدود يتم إصابة البرنامج دون اصابته مباشرة.",2,2,2.5,3,2.25,2,2,3,3,5,ما الفرق بين الدود والفيروسات؟,الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        
154,2065,20,5.4,"القرصنة : اختراق لمواقع بهدف سرقة واتلاف البيانات، اختبار الاختراق : يقوم بها مختصون لاختبار المنتوج واظهار عيوبه ليتمكن المبرمج من اصلاح هده العيوب و الثغرات",3.5,4,3.5,4,3.5,4,3,4,4,5,ما الفرق بين القرصنة واختبار الاختراق؟,القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها
173,2084,39,5.4,"اختبار الاختراق هو توظيف قراصنة القبعات البيضاء و استغلال معرفتهم بنظام امن الكمبيوتر لتحسين و تقوية دفاع الانظمة المؤسسات و المنظمات، القرصنة هي اقتحام انظمة التشغيل و الشبكات الخاصة دون الحصول على اذن بواسطة برامج مختصة ",5,5,5,5,5,5,5,5,4,5,ما الفرق بين القرصنة واختبار الاختراق؟,القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها
